,title,artist,lastfm_id,genius_id,Group
1873,Vertigo,Kristin Hersh,TRZPYZQ128F1494D71,926382.0,92
1874,Home,LCD Soundsystem,TRCZHOI12903CBB8B6,152566.0,92
1875,Dancing On The Ceiling,Lionel Richie,TRGUBVB128F423345D,122679.0,39
1876,Ballerina Girl,Lionel Richie,TRFHFIX128F423345C,461022.0,83
1877,Easy,Lionel Richie,TRHZWER128F423345B,461047.0,101
1878,The Smoke Will Lead You Home,Logh,TRKNAMM128F933112C,1691459.0,14
1879,River Of Deceit,Mad Season,TRNJAMX128F427078A,200426.0,79
1880,Lifeless Dead,Mad Season,TRNSDHI128F426FB20,200423.0,46
1881,Long Gone Day,Mad Season,TROGVJU128F4270333,200424.0,65
1882,All Alone,Mad Season,TRDJSFN128F426EA5F,1067034.0,45
1883,Ugly,Maria Mena,TRZHJTX128F9306D28,1385411.0,1
1884,Better Than Nothing,Maria Mena,TRJSSOP128F9306D2A,1841235.0,96
1885,Just A Little Bit,Maria Mena,TRQWWIV128F92F360D,1372059.0,51
1886,You're The Only One,Maria Mena,TRZMNZZ128F92D2878,639061.0,92
1887,The Sun,Maroon 5,TROAJNX128EF35F987,190913.0,45
1888,If I Never See Your Face Again,Maroon 5,TRCEOKR128F428AEE7,3501112.0,66
1889,Toy Soldiers,Martika,TRJQGVS128F426A3EA,732809.0,58
1890,Acrobat,Maxïmo Park,TRWOAGS128F42792AE,514109.0,62
1891,Kiss You Better,Maxïmo Park,TRZVXIL128F42792AF,514112.0,32
1892,Books From Boxes,Maxïmo Park,TRHSTIO128EF340D4B,971061.0,32
1893,What Would Happen,Meredith Brooks,TRTAILF128F1468785,1002738.0,105
1894,Burn This Disco Out,Michael Jackson,TRNHWOW128F4295C33,188131.0,81
1895,The Technicolor Phase,Owl City,TRGOJNK128F92F2A03,423153.0,50
1896,This Is The Future,Owl City,TRCXWLU128F92F2A0D,423165.0,98
1897,West Coast Friendship,Owl City,TROQGKN128F92F2A0F,423168.0,117
1898,Every Night,Paul McCartney,TRBLOMA12903CFB7F8,387054.0,1
1899,Hey Jude,Paul McCartney,TRDLSFN128F9326196,933459.0,58
1900,Ever Present Past,Paul McCartney,TRPZXFX128F427FC1D,387835.0,74
1901,A Perfect Day Elise,PJ Harvey,TRRKZZS128E078114E,463983.0,81
1902,The Garden,PJ Harvey,TRNWZQJ128E0781151,463987.0,21
1903,The River,PJ Harvey,TRWGOQF128E0781153,463990.0,96
1904,Gods To The Godless,Primordial,TRSAOVZ12903CB3BF1,1429118.0,52
1905,The Gathering Wilderness,Primordial,TRDKMWV128F934B536,1325040.0,76
1906,The Coffin Ships,Primordial,TRJWYXD12903CB3BE6,2151076.0,34
1907,Empire Falls,Primordial,TRADFLD12903CB3BD8,1507838.0,33
1908,Everybody's Gonna Be Happy,Queens Of The Stone Age,TRBHJPQ128E078ED8F,1430915.0,30
1909,This Lullaby,Queens Of The Stone Age,TRAFAJC128E078888B,118972.0,88
1910,He Said He Loved Me,Reverend And The Makers,TROLZNS128F42A01F4,448371.0,53
1911,I Get My Beat,Richard Ashcroft,TRBXCOJ128E07820C1,829574.0,117
1912,Knutsford City Limits,Robbie Williams,TRMJXHK128E0782FA2,1119929.0,35
1913,Hot Fudge,Robbie Williams,TRFTAAY128E0781591,1286668.0,84
1914,Advertising Space,Robbie Williams,TRDKEWM128F145267A,511412.0,99
1915,So Easy,Röyksopp,TRVULRA128F429BBDC,1500906.0,103
1916,Sparks,Röyksopp,TRZCPQY12903CDD30B,491550.0,100
1917,A Higher Place,Röyksopp,TRGILXE128F429BBEE,1811049.0,10
1918,Lead Me,Sanctus Real,TRPHLHY12903CB5FC5,882799.0,41
1919,When Horsepower Meant What It Said,Sandi Thom,TRUSRFY128F42B0071,1315778.0,45
1920,Lonely Girl,Sandi Thom,TRNNFSG128F92F2373,1200373.0,82
1921,Ramp! (The Logical Song),Scooter,TRUIXAJ128F1499629,1636396.0,116
1922,Jumping All Over The World,Scooter,TRUWOIJ128F427D15B,1272477.0,55
1923,Neverending Story,Scooter,TRBKCRS128F423B5C2,1330288.0,61
1924,Fly To The Rainbow,Scorpions,TRSXRYH128F934C3FC,2288795.0,115
1925,I Can Make You Feel Good,Shalamar,TRAQPAE12903CAF8CC,1562199.0,39
1926,Forget About,Sibylle Baier,TRQUATX128F930BCE6,830951.0,105
1927,Walkin' On The Sun,Smash Mouth,TRVIOPH128E079894E,149294.0,93
1928,It's Over,Sondre Lerche,TRBQEPP128E0783C2A,75489.0,101
1929,If Only,Sondre Lerche,TRJBQJN12903CCF76E,1612621.0,84
1930,I Could Be The One,Stacie Orrico,TRLAWPS128F1468C71,493166.0,22
1931,When We Dance,Sting,TRHQENS128E0784814,389653.0,76
1932,Brand New Day,Sting,TRTYYVN128E079273F,389756.0,48
1933,Hallelujah,Susanna And The Magical Orchestra,TRPZNCF128F935A5C9,829706.0,72
1934,If You Can't Give Me Love,Suzi Quatro,TRRMJHZ128F1466080,1730935.0,100
1935,The Hurting,Tears For Fears,TRRIJBV128F42710A3,1045679.0,91
1936,Mad World,Tears For Fears,TRRQSKJ128F427E471,506924.0,100
1937,Memories Fade,Tears For Fears,TRKTXWP128F1477677,454943.0,96
1938,Some Other Time,The Alan Parsons Project,TRGBTSP128F930F279,671123.0,42
1939,Gemini,The Alan Parsons Project,TRXOKHY12903CA7581,1751828.0,30
1940,Since The Last Goodbye,The Alan Parsons Project,TRFTGTI128F92DE54B,774845.0,44
1941,Don't Answer Me,The Alan Parsons Project,TRLMYOF128F931D661,785624.0,25
1942,Sign Of The Times,The Belle Stars,TRJARBJ12903D05FB1,1255658.0,44
1943,You've Got Me Thinking,The Beloved,TRLCKQP128E078B600,1478312.0,42
1944,Jump Jive An' Wail,The Brian Setzer Orchestra,TRNYHBW128E0793880,1268820.0,105
1945,Since I Don't Have You,The Brian Setzer Orchestra,TRXBVDK128E0793883,1282180.0,30
1946,The Card Cheat,The Clash,TRGLXPT128F425A1C7,394934.0,115
1947,The Sound Of Sinners,The Clash,TRQZSCU128F4259CCE,396354.0,37
1948,The Hazards Of Love 2 (Wager All),The Decemberists,TRFRSFX128F9308671,297717.0,53
1949,Annan Water,The Decemberists,TRVROLO128F9308685,297732.0,118
1950,Standing On The Corner,The Four Lads,TRMNPKD128F426BC5F,1104395.0,109
1951,Over My Head (Cable Car),The Fray,TRUBMTM128F92F2132,197591.0,98
1952,Henrietta,The Fratellis,TRGXVTM128F147A310,137908.0,85
1953,Cuntry Boys & City Girls,The Fratellis,TRCIYXP128EF34390C,137915.0,21
1954,Whistle For The Choir,The Fratellis,TRFTMVT128EF343902,83428.0,17
1955,Flag Day,The Housemartins,TRYQIET128F1485E50,1144315.0,13
1956,Think For A Minute,The Housemartins,TRIUJWF128F932C904,1681319.0,67
1957,We're Not Deep,The Housemartins,TRWVMRE128F1485E5F,1225385.0,91
1958,One Day,The Juan MacLean,TRHBJOX128F92CFFD1,1432482.0,81
1959,Mr. Brightside,The Killers,TRSDHZY128F42B91E7,5139.0,38
1960,In The Company Of Women,The Long Blondes,TRSUXOL128F1489972,1507003.0,19
1961,Heaven Help The New Girl,The Long Blondes,TRDSTXK128F1489973,967458.0,83
1962,Want You Bad,The Offspring,TROGTUS128F932D6CB,202158.0,35
1963,"Kristy, Are You Doing Okay?",The Offspring,TRZHQMA128F425B165,389014.0,97
1964,Anywhere,The Presets,TRRIBUB128F93097D4,1679185.0,94
1965,Let's Spend The Night Together,The Rolling Stones,TRTPQHQ128F92E6E1A,105975.0,94
1966,2000 Man,The Rolling Stones,TRTWJLE128F429D514,310547.0,85
1967,Lovers,The Tears,TRCZMYK128F4284EAB,1602807.0,60
1968,The Asylum,The Tears,TRNBXMD128F4284EC2,952612.0,84
1969,Little Cream Soda,The White Stripes,TRDCFFH128F428E462,448019.0,57
1970,A Martyr For My Love For You,The White Stripes,TRAXLPR128F428E466,341766.0,46
1971,War All The Time,Thursday,TRRNNUT128F1495C31,109240.0,39
1972,M. Shepard,Thursday,TRESPGT128F92DF472,2148316.0,116
1973,A Face In The Crowd,Tom Petty,TRVVJHW128F4263A02,143667.0,96
1974,Runnin' Down A Dream,Tom Petty,TRDWPZT128F4274A8D,143670.0,100
1975,Learning To Fly,Tom Petty And The Heartbreakers,TRUXLWW128F14567C4,109472.0,37
1976,A Sort Of Homecoming,U2,TRSBZIE128C71968F7,138835.0,58
1977,Bad,U2,TRHAUXG128F930DF01,138851.0,96
1978,Afterglow,Vanessa Carlton,TRDGACH128E0783E37,1061249.0,87
1979,Private Radio,Vanessa Carlton,TRZCMAQ128E0783E38,941305.0,40
1980,C'est La Vie,Vanessa Carlton,TRBGREB128E0783E3A,1260028.0,35
1981,Hands On Me,Vanessa Carlton,TRUTFIW128F42520FA,1242887.0,22
1982,It's A Hit,We Are Scientists,TRNARNI128F934B90A,503789.0,66
1983,Textbook,We Are Scientists,TRDYJGC128F145255E,1134466.0,49
1984,Houses Of Cards,Zeromancer,TRFUCCO128F42678FF,1019049.0,76
1985,Swing On This,Alice In Chains,TROJKND128F426691E,391302.0,107
1986,Sludge Factory,Alice In Chains,TRJBGXQ128F92F76E2,113950.0,45
1987,Head Creeps,Alice In Chains,TRJTYHF128F427F58B,113952.0,70
1988,Do You Believe In Magic,Aly & AJ,TRRKWJW128F92F748E,168852.0,30
1989,I Have A Dream,Amanda Seyfried,TRULCJB128F4247FA3,765927.0,85
1990,Glorious,Andreas Johnson,TRQTXNR128E078C206,1156889.0,25
1991,"Skin Is, My",Andrew Bird,TRYPFQN12903D082E1,200225.0,65
1992,Lost,Annie Lennox,TRHHWJS128F425E244,859585.0,85
1993,Fingernail Moon,Annie Lennox,TRFYSCM128F92F42AE,859114.0,93
1994,Anywhere,Avantasia,TRZPSDF128F421B418,829522.0,19
1995,Fewer Words,Badly Drawn Boy,TRVAAYK12903D0A63F,1719195.0,88
1996,Life Turned Upside Down,Badly Drawn Boy,TRBTOPX12903D0A646,1544978.0,1
1997,Take The Glory,Badly Drawn Boy,TRTPQMI12903D0A649,1112456.0,45
1998,Kate,Ben Folds Five,TRDPEBL128F4266F21,256769.0,41
1999,Smoke,Ben Folds Five,TRUKRMI128F4266F18,383497.0,33
2000,Cigarette,Ben Folds Five,TRCPIRJ128F428EE09,1737469.0,98
2001,Battle Of Who Could Care Less,Ben Folds Five,TRPPOUB128F4269767,1084976.0,106
2002,Missing The War,Ben Folds Five,TRIYQCB128F428EE5C,2144621.0,62
2003,Human Behaviour,Björk,TRRLMBZ128F42BA561,135009.0,92
2004,Big Time Sensuality,Björk,TRSOQSU128F42BA572,342533.0,32
2005,Mouthful Of Cavities,Blind Melon,TRQBBWW128F1468030,638139.0,82
2006,Could You Be Loved,Bob Marley & The Wailers,TROTZAI128E078F208,105187.0,115
2007,I Can't Make You Love Me,Bonnie Raitt,TRFWATN128E07990A8,951421.0,65
2008,It's A Heartache,Bonnie Tyler,TRMWFPK128F42766A3,665640.0,99
2009,From The Bottom Of My Broken Heart,Britney Spears,TRSRPMS128F92C478E,193611.0,108
2010,I'll Never Fall In Love Again,Burt Bacharach,TRUFDAO128F92DCE08,1728609.0,50
2011,What The World Needs Now Is Love,Burt Bacharach,TRNMJMH128F92DCDFF,1152097.0,36
2012,Love Is A Shield,Camouflage,TRAXTTR128F92EEEA0,875589.0,99
2013,He Called Me Baby,Candi Staton,TRNEYBA12903CA78C4,1768717.0,109
2014,Seafrost,Cave In,TRNEJVZ128F9331621,1166012.0,75
2015,Heaven Or Las Vegas,Cocteau Twins,TRJOYCW128F4290E7B,354528.0,108
2016,Frou-Frou Foxes In Midsummer Fires,Cocteau Twins,TRHBQAS128F4290E82,1147320.0,35
2017,Evangeline,Cocteau Twins,TROZZML128F147F571,1728252.0,88
2018,Blue Condition,Cream,TRHMSMJ12903CB6650,1387201.0,39
2019,Shine,Daniel Lanois,TRMXPSX128F428AA78,1351280.0,116
2020,Groove Is In The Heart,Deee-Lite,TRTIHOB12903CF5DA2,32351.0,19
2021,Love Me To The End,Deine Lakaien,TRZMIUP128F4274D55,1627497.0,61
2022,I'm Coming Through,Diana Krall,TRGBUZG128F4292431,1585903.0,94
2023,9 To 5,Dolly Parton,TRQBSNR128F425B3BE,76064.0,60
2024,Indian Reservation,Don Fardon,TRZLOAX128F92FEC5B,1656500.0,84
2025,Save A Prayer,Duran Duran,TRLDHFZ12903D07387,116355.0,22
2026,"In The Yard, Behind The Church",Eels,TRHTEUH128E07890F0,1672224.0,104
2027,I Need Some Sleep,Eels,TRXQVCN128F425C3A8,459159.0,30
2028,Afterhours,Ego Likeness,TRXZQGH12903CF581B,1733281.0,76
2029,Love To See You Cry,Enrique Iglesias,TRFZBIL128F92F4AEA,205635.0,101
2030,Lady In Black,Ensiferum,TRLSADE128F9321896,957856.0,32
2031,Perfect,Fairground Attraction,TRRTHCE128F42940EF,848795.0,37
2032,Sullen Girl,Fiona Apple,TRSUQJF128F426A552,287469.0,99
2033,Never Is A Promise,Fiona Apple,TRWTXDO128F426A557,141570.0,33
2034,The Child Is Gone,Fiona Apple,TRDMRIW128F426A558,287481.0,10
2035,Girl On The Moon,Foreigner,TRBGSAY128F92F3F28,343632.0,44
2036,A Fine Day For A Parade,Fountains Of Wayne,TRVYEAY128F427D47E,1298227.0,34
2037,Mexican Wine,Fountains Of Wayne,TRTUHTN128E0781807,246016.0,34
2038,Guns Before Butter,Gang Of Four,TRNIMNB128F1466DC9,523624.0,38
2039,I Think I'll Call It Morning,Gil Scott-Heron,TRYIEHZ128F9315439,1431969.0,100
2040,Pieces Of A Man,Gil Scott-Heron,TRAROYO128F428C210,436940.0,21
2041,The Prisoner,Gil Scott-Heron,TRQQRWX128F42A0A2D,79360.0,38
2042,A Sign Of The Ages,Gil Scott-Heron,TRDUNJT12903D05091,2275069.0,50
2043,99 Red Balloons,Goldfinger,TRTGQPF128F429508F,578846.0,115
2044,Easy,Groove Armada,TRNFCDS128F425E770,803754.0,118
2045,But I Feel Good,Groove Armada,TRUICWR128F425A6F3,814075.0,101
2046,Will You?,Hazel O'Connor,TRQTOBE128E078487F,1300968.0,34
2047,Love Steals Us From Loneliness,Idlewild,TRARKEF128F42634F6,1535343.0,60
2048,Whispering Pines,Jakob Dylan,TRPMWUZ128F930929A,1265090.0,45
2049,Something About You,Jamelia,TRFXJSB128F427A397,1580243.0,19
2050,Work,Jimmy Eat World,TRPYDWB128E0786534,153444.0,108
2051,Big Casino,Jimmy Eat World,TRYNVIG128F42345A6,207569.0,80
2052,Gonna Give Her All The Love I've Got,Jimmy Ruffin,TRNQCBL128E07837EC,1139231.0,104
2053,What Becomes Of The Brokenhearted,Jimmy Ruffin,TRUKAEY128F1477A12,588851.0,66
2054,What If You,Joshua Radin,TRCVEAS128F92C1D97,1612389.0,1
2055,I'd Rather Be With You,Joshua Radin,TRBGCQP128F92E36CB,71905.0,92
2056,Super Duper Love,Joss Stone,TRYISLM128E07818D9,1149819.0,115
2057,Breathing,Kate Bush,TRZZNVZ12903CBFB4D,2263713.0,17
2058,Strange Phenomena,Kate Bush,TROITTS128E0782490,243960.0,57
2059,A Coral Room,Kate Bush,TRBCDMC128F1452976,1599584.0,101
2060,Foundations,Kate Nash,TRAVDOK128F424EA5E,76961.0,65
2061,Haunted,Kelly Clarkson,TRORSKQ128F931DED8,198478.0,71
2062,Love At First Sight,Kylie Minogue,TRJUAJL128F4289C42,424807.0,50
2063,Winter Of My Soul,L'Âme Immortelle,TREXUDW128F4292C51,1126343.0,49
2064,I'll Be Waiting,Lenny Kravitz,TRIHURN128F4247870,146131.0,57
2065,Giving It All Away,Leo Sayer,TRNSXCR128F93396E7,1615660.0,44
2066,Wishing Heart,Lisa Loeb,TRPQPFL128E07929F3,1545592.0,49
2067,Dance With The Angels,Lisa Loeb,TRFPERC128E07929F4,1319846.0,103
2068,This Is The Right Time,Lisa Stansfield,TRRVJXU128F428D205,1611103.0,67
2069,Hangin' 'Round,Lou Reed,TRNFHVS128F4265CAF,247186.0,70
2070,Where Happiness Lives,Magnet,TRJXEQA12903CCDF56,1488704.0,42
2071,Top Drawer,Man Man,TRYCDVD128F427D289,1686943.0,117
2072,Great Big White World,Marilyn Manson,TRAZZKU128E0792493,395207.0,62
2073,Mechanical Animals,Marilyn Manson,TRRPHSI128E0792370,418051.0,76
2074,Disassociative,Marilyn Manson,TROACPQ128E0792372,393991.0,85
2075,Next Best Superstar,Melanie C,TRZFWPF128E0788E0F,761562.0,60
2076,You'll Get Yours,Melanie C,TRQHZTX128E0788FF2,761047.0,92
2077,Sometimes Life Isn't Easy,Mew,TRYPYOU128F932A9F8,1582002.0,104
2078,Electric Feel,MGMT,TRNZOOI128F425D68F,1535.0,50
2079,Figured You Out,Nickelback,TRRYLSW128F426BD67,196471.0,58
2080,Total Eclipse Of The Heart,Nicki French,TRYKZEG128F147A6A3,1139580.0,78
2081,Something In The Way,Nirvana,TRXEAZB128E078EDCE,62556.0,110
2082,Heart-Shaped Box,Nirvana,TRADPIA128E078EE1B,62555.0,100
2083,My Dear Country,Norah Jones,TRCLZPO128F427CD3A,1281009.0,45
2084,Black Sheep Boy,Okkervil River,TRCBOTU128F14B0B77,189437.0,33
2085,Wagon Wheel,Old Crow Medicine Show,TRVYUKA12903CEA428,51561.0,88
2086,Vanilla Twilight,Owl City,TRLVQME128F931BAF3,147849.0,110
2087,Love (Stand Up),Patti Scialfa,TRLBDOY128F428275D,1207070.0,118
2088,Elegie,Patti Smith,TRCZFLH128F92C492C,463901.0,98
2089,Heroes,Peter Gabriel,TRUXCGT12903CE5C31,1316421.0,111
2090,Mirrorball,Peter Gabriel,TRIVHTL12903CE5C3D,1670967.0,58
2091,I Never Came,Queens Of The Stone Age,TRAAGPJ128F428CD1B,423146.0,112
2092,I Don't Want To Lose Her,Rick Astley,TRMSUDJ128F425A451,1266995.0,82
2093,Hold Me In Your Arms,Rick Astley,TRDLEBF128F425A499,1739322.0,25
2094,Farewell,Rod Stewart,TRDKFMA128F14636FE,1367452.0,53
2095,England Swings,Roger Miller,TRZSXHS128F427DC2A,963229.0,23
2096,Firecracker,Ryan Adams,TRVVVRR128F14840B6,1264327.0,69
2097,La Cienega Just Smiled,Ryan Adams,TRTWOCA128F14840B8,993730.0,93
2098,The Rescue Blues,Ryan Adams,TRFIQEY128F14840B9,1069500.0,50
2099,Little Remedy,Sandi Thom,TRXXIRT128F92F2366,1109985.0,65
2100,What If I'm Right,Sandi Thom,TRRXPNN128F42B84A6,1631935.0,101
2101,Superman,Sandi Thom,TREIPCD128F42B0078,1619978.0,81
2102,Time,Sandi Thom,TRKNZXS128F42B007A,1508981.0,117
2103,She's So Lovely,Scouting For Girls,TRIIBDA128F933AA37,486211.0,60
2104,It's Not About You,Scouting For Girls,TRNUBVE128F425DB75,3004487.0,118
2105,Heartbeat,Scouting For Girls,TRDDXRE12903CA4508,923940.0,35
2106,I Need A Holiday,Scouting For Girls,TRMVKJC12903CB1464,1199191.0,107
2107,Michaela Strachan,Scouting For Girls,TRREZUX128F425F108,927488.0,114
2108,Polaroids,Shawn Colvin,TRTEBDA128F9300DE8,1012955.0,58
2109,Monopoly,Shawn Colvin,TRPQKSJ128F42648EC,878401.0,70
2110,Miss You Love,Silverchair,TRRGIBF128F427025E,548810.0,50
2111,Dearest Helpless,Silverchair,TROTTXD128F42B863E,1481471.0,119
2112,Do You Feel The Same,Silverchair,TRIDMZF128F426AD3D,1683425.0,78
2113,Black Tangled Heart,Silverchair,TRLHYEF128F42B8640,1167543.0,49
2114,Satin Sheets,Silverchair,TRGPRLP128F42B8642,1767353.0,94
2115,Oh!,Sleater-Kinney,TRBEHPN128F9326954,1155388.0,60
2116,King Of Fools,Social Distortion,TRLUMMR128F4266651,1682658.0,112
2117,Fell On Black Days,Soundgarden,TRHSNDS128E0793B03,353022.0,66
2118,Head Down,Soundgarden,TRDOMYX128E0793B07,353025.0,42
2119,Home For A Rest,Spirit Of The West,TROQAMV128E07967DB,516425.0,88
2120,My Man Is A Mean Man,Stefanie Heinzmann,TRAIBAI128F92E4FF8,712710.0,10
2121,Stronger,Sugababes,TRSCDLC128F148F067,646934.0,50
2122,Shape,Sugababes,TRCHIWU128F93017AB,1194764.0,84
2123,Too Lost In You,Sugababes,TRMVZLH128F1453618,1269517.0,81
2124,Woman In Chains,Tears For Fears,TRNMQOD128E0784828,1031377.0,76
2125,Goodnight Song,Tears For Fears,TRNPROS128F1463689,961190.0,58
2126,One More Sad Song,The All-American Rejects,TRHBUDL128F42B7C34,397617.0,98
2127,Too Far Gone,The All-American Rejects,TRHXKMW128F42B7C3A,397625.0,117
2128,Happy Endings,The All-American Rejects,TRSIKWB128F42B7C40,397686.0,49
2129,The Last Song,The All-American Rejects,TRMPNAU128F148D616,397687.0,80
2130,Got To Get You Into My Life,The Beatles,TRNMSMY128F92E5545,106580.0,17
2131,With A Little Help From My Friends,The Beatles,TRWWVDX12903CE57AD,71029.0,114
2132,Lovely Rita,The Beatles,TRDJJFW128F92F1CF8,75229.0,91
2133,Sgt. Pepper's Lonely Hearts Club Band (Reprise),The Beatles,TRNOGBF128F146C583,209761.0,44
2134,Great Divide,The Cardigans,TRIDTDF128E078F042,464692.0,23
2135,Choke,The Cardigans,TRWIOMH128E078F043,464697.0,0
2136,Explode,The Cardigans,TRZNIDH128F9355E19,224350.0,51
2137,Hanging Around,The Cardigans,TRQVDXZ128F4241A87,464400.0,104
2138,Marvel Hill,The Cardigans,TRBFMAS128E078F352,464409.0,109
2139,Carry On,The Cranberries,TRXARQV128E0791824,1572436.0,88
2140,We Both Go Down Together,The Decemberists,TRFDQQE128F427EF8C,202181.0,57
2141,The Sporting Life,The Decemberists,TRCQUWE128F427EF8F,202183.0,32
2142,The Bagman's Gambit,The Decemberists,TRHDEGD128F427EF92,202184.0,99
2143,From My Own True Love (Lost At Sea),The Decemberists,TRVTIDX128F427EF95,202186.0,1
2144,16 Military Wives,The Decemberists,TRXFZGE128F4281B55,202187.0,60
2145,Somebody Else's Parking Lot In Sebastopol,The Extra Glenns,TRXBLPR12903CA5BD5,1656277.0,109
2146,Going To Marrakesh,The Extra Glenns,TRAZRSZ12903CA5BDF,1055932.0,32
2147,All Together Now,The Farm,TRSZEWQ128F930BAC8,1414346.0,44
2148,Holy Roman,The Get Up Kids,TRBDTZV128E07844BB,1544517.0,41
2149,Is There A Way Out,The Get Up Kids,TRPIBPW128E07844C2,1378836.0,99
2150,Grip Like A Vice,The Go! Team,TRHMSVI128F4290037,925241.0,36
2151,Love Action (I Believe In Love),The Human League,TRPPAJL128F425DBA6,1110571.0,13
2152,Life On Your Own,The Human League,TRNDLHN128E07826C3,1354167.0,104
2153,Guest Room,The National,TRYFTDT12903CC8072,300513.0,22
2154,Every Breath You Take,The Police,TRGOAML128F92EC212,129806.0,58
2155,King Of Pain,The Police,TRAYVMU128F92EC210,239726.0,106
2156,Once Upon A Daydream,The Police,TRCRCYP128E0793AFE,1712196.0,41
2157,Good Lovin',The Rascals,TRXLESN12903CBFFBF,980708.0,72
2158,Kiss Your Tears Away,The Smithereens,TRTKTRD128F4293CB1,1735637.0,105
2159,Bury Me,The Smashing Pumpkins,TRJCYPH128E0788DBC,140444.0,0
2160,Crush,The Smashing Pumpkins,TRMMLEA128E0788DBD,140445.0,80
2161,No Goodbyes,The Subways,TRCEBZX128E078B712,1443780.0,50
2162,Fell In Love With A Girl,The White Stripes,TRIFVND128F423EEDF,76809.0,50
2163,My Doorbell,The White Stripes,TRQKFDU128E079983F,332269.0,105
2164,My Hit And Run,Third Eye Blind,TRWVELG12903D081EE,1359556.0,10
2165,After Hours,We Are Scientists,TRHTGWC128F426E3FF,364436.0,22
2166,Spoken For,We Are Scientists,TRPWUUH128F426E405,1680917.0,109
2167,Misunderstood,Wilco,TRRAGAY128F146EDAE,139138.0,45
2168,Dreamer In My Dreams,Wilco,TRTUEPQ128F92D32F9,139163.0,42
2169,Via Chicago,Wilco,TRJUETT128F146EDBA,83697.0,59
2170,Ashes Of American Flags,Wilco,TRFDCQP128F92D31E9,79719.0,50
2171,Hummingbird,Wilco,TRUWMLD128F146EDBB,344279.0,53
2172,Ocean Avenue,Yellowcard,TRZGABY128F1462E00,77025.0,82
2173,Empty Apartment,Yellowcard,TRQYGUV128F1462E01,222988.0,40
2174,Father's Son,3 Doors Down,TRGIBPU128E0789A01,213910.0,116
2175,Live For Today,3 Doors Down,TRFMXHJ128E0789A02,213912.0,105
2176,My World,3 Doors Down,TRDXXHX128E0789A03,213914.0,111
2177,Let Me Be Myself,3 Doors Down,TRGUGWX128F424EAD1,267924.0,79
2178,Ghost World,Aimee Mann,TRUGPTB128F4248266,2297388.0,37
2179,Calling It Quits,Aimee Mann,TRQKNBN128F4248267,1159724.0,23
2180,Driving Sideways,Aimee Mann,TRQMXMX128F4248268,1081983.0,82
2181,It Takes All Kinds,Aimee Mann,TRRUQEA128F424826B,1498209.0,32
2182,You Do,Aimee Mann,TRPJQVH128F424826C,1025497.0,41
2183,Butterflyz,Alicia Keys,TRECFBG128F4284EEF,696539.0,47
2184,Caged Bird,Alicia Keys,TRIEPIJ128F9311AD8,697054.0,51
2185,My Kantele,Amorphis,TREJLGS128F42911E1,831252.0,35
2186,Shatters Within,Amorphis,TRJUZMJ128F42692C7,830808.0,105
2187,Veil Of Sin,Amorphis,TRVIPCB128F42692D4,830356.0,99
2188,Simple Obsession,Andru Donalds,TRKFBXS128F9331D3E,824675.0,39
2189,All Out Of Love,Andru Donalds,TRFWSJL128F9331D3D,822601.0,117
2190,Don't Wanna Lose You Now,Backstreet Boys,TRKRFYO128F4295EFE,328827.0,33
2191,Burning From The Inside,Bauhaus,TRSRISP128F425876F,806675.0,39
2192,Where's Summer B.?,Ben Folds Five,TRDFOTH128E0781EB3,499529.0,103
2193,Underground,Ben Folds Five,TRGBCVK128E0781EB5,304486.0,119
2194,Uncle Walter,Ben Folds Five,TRJPEBS128E0781EB7,499536.0,38
2195,The Storm,Big Country,TRDALOU128EF363E70,1497361.0,34
2196,Big Black Car,Big Star,TRCQRSY12903CD7364,560137.0,53
2197,Planet Caravan,Black Sabbath,TRWZPUA128F931FCF8,190140.0,10
2198,Solitude,Black Sabbath,TRSPZRW128F934461E,190157.0,67
2199,The Rock Show,Blink-182,TRUOGAU128E0780EFD,62569.0,44
2200,Stay Together For The Kids,Blink-182,TRDCFYU128E0780E4C,328753.0,100
2201,Roller Coaster,Blink-182,TRCLINH128E0780E4D,232910.0,41
2202,Reckless Abandon,Blink-182,TRHMBJK128F1453D58,126648.0,91
2203,Tangled Up In Blue,Bob Dylan,TRAAXSY128F426F4EA,118799.0,72
2204,Simple Twist Of Fate,Bob Dylan,TRSMHMH128F426F867,93633.0,44
2205,No More War,Bronski Beat,TRBEBZD128F9301EA9,839766.0,58
2206,Save Your Kisses For Me,Brotherhood Of Man,TRTLFEK128F92E8E20,1501432.0,104
2207,Pentagram,Cake,TRVABJW128F4248185,476094.0,44
2208,Jesus Wrote A Blank Check,Cake,TRTHSVK128F4248199,1185264.0,104
2209,Can't Smile Without You,Carpenters,TRZFXCG128E079372B,1211988.0,55
2210,I Need To Be In Love,Carpenters,TRIGSFN128F42B9548,2263549.0,17
2211,Jingle Bells,Carpenters,TRCBRES128F14923A8,988536.0,23
2212,I Won't Last A Day Without You,Carpenters,TRHXWEE128F930DF37,1115848.0,118
2213,Mexican Moon,Concrete Blonde,TROJKLZ128F92EC9C0,859395.0,100
2214,Everybody Knows,Concrete Blonde,TRMOPUG128F92EC9A7,859905.0,81
2215,Autobahn Music Box,Cut Copy,TRGQYPZ128E078908F,1008470.0,82
2216,Far Away,Cut Copy,TRGJFOB128F9302ACA,900255.0,33
2217,Sistinas,Danzig,TRTODHT128F92EA30A,1326936.0,119
